,mean_mean_dist,std_mean_dist,num_params,hyper_params
0,0.9869988560676575,0.9596356749534607,0.031606584787368774,101010111
1,0.9619703888893127,0.2798457741737366,0.06492982059717178,101010222
2,0.9722451567649841,0.46255767345428467,0.10330203175544739,202020111
3,0.9635488986968994,0.4453066885471344,0.23053620755672455,202020222
4,0.974768340587616,0.7056853175163269,0.15177218616008759,202040111
5,0.9603119492530823,0.3625728189945221,0.4022013545036316,202040222
6,0.9788026809692383,0.38503244519233704,0.20024235546588898,202060111
7,0.9657012224197388,0.3646584749221802,0.654650092124939,202060222
8,0.9748668670654297,0.5271114110946655,0.24871250987052917,202080111
9,0.9653221368789673,0.6208420991897583,0.9878824353218079,202080222
10,0.9786649942398071,0.5172207951545715,0.18610522150993347,204020111
11,0.9663987755775452,0.2715490460395813,0.4365343749523163,204020222
12,0.9715598225593567,0.35610315203666687,0.2749671936035156,204040111
13,0.9625460505485535,0.6302074790000916,0.6485913395881653,204040222
14,0.9760221838951111,0.482584148645401,0.3638291358947754,204060111
15,0.960910975933075,0.30584511160850525,0.9414318799972534,204060222
16,0.9750049114227295,1.0,0.45269110798835754,204080111
17,0.9628759622573853,0.9819400310516357,1.3150560855865479,204080222
18,0.9749439358711243,0.5141600370407104,0.26890841126441956,206020111
19,0.9608258605003357,0.46420374512672424,0.7233161926269531,206020222
20,0.975803017616272,0.6662852168083191,0.39816218614578247,206040111
21,0.9619293212890625,0.509027898311615,0.9757649302482605,206040222
22,0.979331374168396,0.18255595862865448,0.527415931224823,206060111
23,0.9621099829673767,0.4736275374889374,1.3089972734451294,206060222
24,0.976803719997406,0.4233636260032654,0.6566696763038635,206080111
25,0.9585112929344177,0.8428206443786621,1.7230132818222046,206080222
26,0.9779213666915894,0.3643995225429535,0.35171160101890564,208020111
27,0.9630650281906128,0.16982139647006989,1.090881586074829,208020222
28,0.977645754814148,0.7927476167678833,0.5213571786880493,208040111
29,0.9589391946792603,0.33924242854118347,1.3837220668792725,208040222
30,0.9748035669326782,0.40871500968933105,0.6910027265548706,208060111
31,0.9635286927223206,0.45261460542678833,1.757346272468567,208060222
32,0.9770210385322571,0.335109144449234,0.8606482744216919,208080111
33,0.9570994973182678,0.5196413993835449,2.211754083633423,208080222
34,0.9781327247619629,0.2643159329891205,0.1558113694190979,402020111
35,0.9583005309104919,0.5421196818351746,0.4062405228614807,402020222
36,0.9745255708694458,0.6071988940238953,0.2042815238237381,402040111
37,0.9588410258293152,0.8908288478851318,0.5779057145118713,402040222
38,0.9710646271705627,0.49198195338249207,0.2527516782283783,402060111
39,0.9617677330970764,0.11898862570524216,0.8303544521331787,402060222
40,0.9798873662948608,0.430728942155838,0.3012218475341797,402080111
41,0.9603478908538818,0.3997051417827606,1.1635867357254028,402080222
42,0.9745461940765381,0.6190424561500549,0.27900636196136475,404020111
43,0.9580062031745911,0.6855320334434509,0.6526305079460144,404020222
44,0.9749409556388855,0.6959120631217957,0.3678683340549469,404040111
45,0.9580398797988892,0.7674869894981384,0.864687442779541,404040222
46,0.972937285900116,0.42211347818374634,0.45673027634620667,404060111
47,0.9607715010643005,0.2154809981584549,1.157528042793274,404060222
48,0.975555419921875,0.6050831079483032,0.5455922484397888,404080111
49,0.9581960439682007,0.24917331337928772,1.5311521291732788,404080222
50,0.9693645238876343,0.5229557156562805,0.4022013545036316,406020111
51,0.9612955451011658,0.3336969017982483,0.9798040986061096,406020222
52,0.9790505170822144,0.4288083612918854,0.5314550995826721,406040111
53,0.9544152617454529,0.5766362547874451,1.232252836227417,406040222
54,0.9735280275344849,0.8774927854537964,0.6607089042663574,406060111
55,0.9593098759651184,0.4031260311603546,1.5654852390289307,406060222
56,0.9750380516052246,0.5312612652778625,0.789962649345398,406080111
57,0.9556109309196472,0.377179890871048,1.9795011281967163,406080222
58,0.974175214767456,0.5005421042442322,0.5253963470458984,408020111
59,0.9626967310905457,0.39904141426086426,1.3877612352371216,408020222
60,0.9689082503318787,0.35317909717559814,0.6950418949127197,408040111
61,0.9610537886619568,0.7813358902931213,1.6806018352508545,408040222
62,0.9755687713623047,0.255003422498703,0.864687442779541,408060111
63,0.9601715803146362,0.34668028354644775,2.0542259216308594,408060222
64,0.981110692024231,0.7086697816848755,1.0343329906463623,408080111
65,0.9544134140014648,0.8213659524917603,2.508633852005005,408080222
66,1.0,0.8433967232704163,0.010905786417424679,555111
67,0.978600025177002,0.5533027648925781,0.2083207070827484,602020111
68,0.9608888626098633,0.37069910764694214,0.662728488445282,602020222
69,0.9741429686546326,0.41666141152381897,0.2567908763885498,602040111
70,0.961601734161377,0.6176754236221313,0.8343936204910278,602040222
71,0.9703033566474915,0.43570053577423096,0.3052610456943512,602060111
72,0.9525662064552307,0.4323384761810303,1.08684241771698,602060222
73,0.975951075553894,0.3349478840827942,0.3537311851978302,602080111
74,0.960229754447937,0.9086138010025024,1.420074701309204,602080222
75,0.9705162644386292,0.6711615920066833,0.371907502412796,604020111
76,0.9580199718475342,0.7111766338348389,0.9495102763175964,604020222
77,0.9758506417274475,0.2493285834789276,0.4607694745063782,604040111
78,0.9545130729675293,0.4714677929878235,1.161567211151123,604040222
79,0.9746264815330505,0.3231183886528015,0.5496314167976379,604060111
80,0.9567200541496277,0.6936039328575134,1.454407811164856,604060222
81,0.9680161476135254,0.305995911359787,0.6384933590888977,604080111
82,0.9590977430343628,0.4300525188446045,1.8280318975448608,604080222
83,0.9790078997612,0.8594698905944824,0.5354942679405212,606020111
84,0.9605505466461182,0.6159438490867615,1.3170756101608276,606020222
85,0.9714136719703674,0.5904576182365417,0.6647480726242065,606040111
86,0.9553909301757812,0.45024949312210083,1.5695244073867798,606040222
87,0.9760782122612,0.4048379957675934,0.7940018177032471,606060111
88,0.9622422456741333,0.4451023042201996,1.902756690979004,606060222
89,0.971006453037262,0.4162025451660156,0.9232555627822876,606080111
90,0.959071934223175,0.5353481769561768,2.316772699356079,606080222
91,0.9727380275726318,0.5013375282287598,0.6990810632705688,608020111
92,0.9581618905067444,0.33306488394737244,1.7654246091842651,608020222
93,0.9705129861831665,0.43426650762557983,0.8687266707420349,608040111
94,0.958114504814148,0.42586612701416016,2.058265209197998,608040222
95,0.9720135927200317,0.36547917127609253,1.0383721590042114,608060111
96,0.9589034914970398,0.6180685758590698,2.431889295578003,608060222
97,0.975579559803009,0.8112807273864746,1.2080178260803223,608080111
98,0.9590019583702087,0.7889299392700195,2.8862969875335693,608080222
99,0.9753077030181885,0.523732602596283,0.2608300447463989,802020111
100,0.9617480039596558,0.4905513823032379,1.0,802020222
101,0.9778557419776917,0.77830570936203,0.3093002140522003,802040111
102,0.9620572328567505,0.2638472616672516,1.1716651916503906,802040222
103,0.9717086553573608,0.7112572193145752,0.3577703833580017,802060111
104,0.9581559896469116,0.6304887533187866,1.4241138696670532,802060222
105,0.9779781103134155,0.800197422504425,0.4062405228614807,802080111
106,0.9587045311927795,0.5448013544082642,1.757346272468567,802080222
107,0.975260853767395,0.5059767365455627,0.4648086428642273,804020111
108,0.9592652320861816,0.5774555206298828,1.3271735906600952,804020222
109,0.9697394967079163,0.8835020661354065,0.5536705851554871,804040111
110,0.9566336274147034,0.42783311009407043,1.5392305850982666,804040222
111,0.9745603203773499,0.28752848505973816,0.6425325870513916,804060111
112,0.9586132764816284,0.483296662569046,1.83207106590271,804060222
113,0.9696815609931946,0.8746508955955505,0.7313945293426514,804080111
114,0.9566240906715393,0.5465288758277893,2.205695152282715,804080222
115,0.9723671674728394,0.5176444053649902,0.6687872409820557,806020111
116,0.9597406983375549,0.6379123330116272,1.735130786895752,806020222
117,0.9756432771682739,0.7067243456840515,0.7980409860610962,806040111
118,0.951418936252594,0.2532607614994049,1.9875794649124146,806040222
119,0.9724344611167908,0.40477827191352844,0.9272947311401367,806060111
120,0.9586228728294373,0.6289363503456116,2.3208119869232178,806060222
121,0.96958988904953,0.9775962829589844,1.0565484762191772,806080111
122,0.9517257213592529,0.41202762722969055,2.734827756881714,806080222
123,0.9671324491500854,0.25134778022766113,0.872765839099884,808020111
124,0.9645805358886719,0.38206273317337036,2.2238714694976807,808020222
125,0.9743376970291138,0.5951272249221802,1.04241144657135,808040111
126,0.9586552381515503,0.3201066851615906,2.516712188720703,808040222
127,0.9753038287162781,0.2933609187602997,1.2120569944381714,808060111
128,0.9550032615661621,0.4475969970226288,2.890336275100708,808060222
129,0.9740094542503357,0.28021180629730225,1.3817025423049927,808080111
130,0.9560329914093018,0.6537651419639587,3.3447439670562744,808080222
