,std_error_down,std_error_up,std_error_stay,std_mean_dist,sum_stds,mean_error_down,mean_error_up,mean_error_stay,mean_mean_dist,num_params,hyper_params
0,0.9944405555725098,1.1976598501205444,0.6666666865348816,0.3143968880176544,2.3783276081085205,0.45856353640556335,0.5064935088157654,0.4000000059604645,0.9467647075653076,0.06492982059717178,101010222
1,0.9775724411010742,0.31653425097465515,0.3333333432674408,0.8493939638137817,1.7024016380310059,0.4364641010761261,0.29004329442977905,1.0,0.9672689437866211,0.23053620755672455,202020222
2,0.28230318427085876,0.43147045373916626,0.5443310737609863,0.7328513264656067,1.1221373081207275,0.33701658248901367,0.31168830394744873,0.800000011920929,0.9653287529945374,0.4022013545036316,202040222
3,0.9310982823371887,0.8056041598320007,0.6382848024368286,0.23835919797420502,1.8886468410491943,0.5690608024597168,0.42424243688583374,0.6000000238418579,0.9534696340560913,0.654650092124939,202060222
4,2.6297249794006348,0.220183864235878,0.38490018248558044,0.39850765466690063,2.978654623031616,0.7237569093704224,0.27272728085517883,0.4000000059604645,0.9536849856376648,0.9878824353218079,202080222
5,0.9487928152084351,1.3188995122909546,0.6382848024368286,0.30924421548843384,2.448625087738037,0.469613254070282,0.4458874464035034,0.6000000238418579,0.9582815170288086,0.4365343749523163,204020222
6,0.43095725774765015,2.063472270965576,0.6666666865348816,0.15893055498600006,2.62235689163208,0.3425414264202118,0.6103895902633667,0.4000000059604645,0.9587531089782715,0.6485913395881653,204040222
7,2.048612356185913,1.0605459213256836,0.3333333432674408,0.496964693069458,3.296029806137085,0.6850828528404236,0.40692639350891113,0.20000000298023224,0.9662771224975586,0.9414318799972534,204060222
8,0.7156308889389038,0.26422062516212463,0.0,0.6054102778434753,1.2386164665222168,0.4475138187408447,0.268398255109787,0.0,0.9710111618041992,1.3150560855865479,204080222
9,0.20220544934272766,4.225312232971191,0.38490018248558044,0.5984146595001221,4.72133207321167,0.3591160178184509,0.6796537041664124,0.4000000059604645,0.970761239528656,0.7233161926269531,206020222
10,1.4571733474731445,0.5685122609138489,0.9428091049194336,0.7621614336967468,2.449324369430542,0.5966851115226746,0.3896103799343109,0.800000011920929,0.9731621742248535,0.9757649302482605,206040222
11,1.4835667610168457,0.49300211668014526,0.6666666865348816,0.5642484426498413,2.2683050632476807,0.7955800890922546,0.3636363744735718,0.4000000059604645,0.9595167636871338,1.3089972734451294,206060222
12,0.38957303762435913,0.34015852212905884,0.0,0.45908793807029724,0.93125981092453,0.4254143536090851,0.3073593080043793,0.0,0.979632556438446,1.7230132818222046,206080222
13,1.3777259588241577,4.297516822814941,0.3333333432674408,0.470070481300354,5.850029468536377,0.5248618721961975,1.0,0.6000000238418579,0.9601917862892151,1.090881586074829,208020222
14,0.35220324993133545,1.0,0.3333333432674408,0.567859411239624,1.6457023620605469,0.41436463594436646,0.350649356842041,0.6000000238418579,0.9791916608810425,1.3837220668792725,208040222
15,0.5022472143173218,0.220183864235878,0.3333333432674408,0.1345909684896469,0.8076800107955933,0.3425414264202118,0.21212121844291687,0.20000000298023224,1.0,1.757346272468567,208060222
16,0.41706496477127075,0.20810964703559875,0.3333333432674408,0.1715739369392395,0.7319414615631104,0.38121548295021057,0.29004329442977905,0.20000000298023224,0.9614299535751343,2.211754083633423,208080222
17,0.34424281120300293,0.8763207197189331,0.38490018248558044,0.5434102416038513,1.5104424953460693,0.45856353640556335,0.3896103799343109,0.4000000059604645,0.960814356803894,0.4062405228614807,402020222
18,2.989818572998047,0.3008284270763397,0.0,0.4379471242427826,3.37199068069458,0.7569060921669006,0.3030303120613098,0.0,0.9692642092704773,0.5779057145118713,402040222
19,0.23983131349086761,0.6101914048194885,0.5443310737609863,0.2955937385559082,1.0482097864151,0.3922652006149292,0.32900431752204895,0.800000011920929,0.9594492316246033,0.8303544521331787,402060222
20,1.3917388916015625,0.7576372623443604,0.0,0.18844155967235565,2.174551486968994,0.469613254070282,0.3636363744735718,0.0,0.9669740200042725,1.1635867357254028,402080222
21,0.6066163778305054,2.180450439453125,0.3333333432674408,0.10631878674030304,2.8375582695007324,0.38121548295021057,0.48917749524116516,0.20000000298023224,0.9573370218276978,0.6526305079460144,404020222
22,2.7764978408813477,0.6605516076087952,0.3333333432674408,0.16302020847797394,3.4357149600982666,0.8287292718887329,0.27272728085517883,0.6000000238418579,0.9674264192581177,0.864687442779541,404040222
23,1.1878339052200317,0.29099833965301514,0.3333333432674408,0.1876903623342514,1.5599404573440552,0.49723756313323975,0.29870128631591797,0.6000000238418579,0.9672015309333801,1.157528042793274,404060222
24,1.1252164840698242,0.6916250586509705,1.0,0.38836586475372314,2.0810985565185547,0.6243094205856323,0.33766233921051025,0.6000000238418579,0.9551981687545776,1.5311521291732788,404080222
25,2.989818572998047,0.4576435685157776,0.5443310737609863,0.1016225591301918,3.436891794204712,0.8453038930892944,0.268398255109787,0.800000011920929,0.9611023664474487,0.9798040986061096,406020222
26,0.30245015025138855,1.0204756259918213,0.3333333432674408,1.0,1.8263534307479858,0.36464089155197144,0.3246753215789795,0.20000000298023224,0.9777292609214783,1.232252836227417,406040222
27,2.584001064300537,0.6117783784866333,0.6382848024368286,0.2670624256134033,3.2930490970611572,0.9226519465446472,0.350649356842041,0.6000000238418579,0.9592645168304443,1.5654852390289307,406060222
28,1.1878339052200317,0.43742209672927856,0.6666666865348816,0.32170605659484863,1.8132789134979248,0.4751381278038025,0.22510822117328644,0.4000000059604645,0.9569000005722046,1.9795011281967163,406080222
29,0.22798039019107819,0.4850712716579437,0.3333333432674408,0.2095087617635727,0.8437384366989136,0.38121548295021057,0.268398255109787,0.20000000298023224,0.9583739638328552,1.3877612352371216,408020222
30,3.288822889328003,0.32954102754592896,0.3333333432674408,0.10867246985435486,3.571953296661377,0.8397790193557739,0.24242424964904785,0.20000000298023224,0.9504120945930481,1.6806018352508545,408040222
31,1.589989423751831,0.505304753780365,0.6666666865348816,0.3638193905353546,2.2859416007995605,0.530386745929718,0.36796537041664124,0.4000000059604645,0.9535017013549805,2.0542259216308594,408060222
32,0.3823913633823395,1.6021559238433838,1.0,0.3247353434562683,2.241934299468994,0.4033149182796478,0.4458874464035034,1.0,0.9533975124359131,2.508633852005005,408080222
33,0.452910840511322,0.8759517669677734,0.3333333432674408,0.26292166113853455,1.4723780155181885,0.41988950967788696,0.411255419254303,0.6000000238418579,0.9649669528007507,0.010905786417424679,555111
34,1.0,1.3112807273864746,0.6666666865348816,0.12077430635690689,2.403111219406128,0.591160237789154,0.5454545617103577,0.4000000059604645,0.953260064125061,0.019993940368294716,555222
35,0.5974072217941284,0.25297197699546814,0.0,0.05625712871551514,0.8499464988708496,0.4806629717350006,0.3160173296928406,0.0,0.9528785943984985,0.662728488445282,602020222
36,0.31036609411239624,0.7298245429992676,0.6382848024368286,0.2744717597961426,1.2365041971206665,0.3922652006149292,0.32900431752204895,0.6000000238418579,0.960277795791626,0.8343936204910278,602040222
37,0.3158988654613495,0.7520710229873657,0.6666666865348816,0.6052302122116089,1.4267724752426147,0.3977900445461273,0.4285714328289032,0.4000000059604645,0.9642655253410339,1.08684241771698,602060222
38,0.7932494282722473,1.217200517654419,0.3333333432674408,0.26658129692077637,2.1383731365203857,0.6298342347145081,0.42424243688583374,0.20000000298023224,0.952033281326294,1.420074701309204,602080222
39,0.5886427760124207,0.18156826496124268,0.3333333432674408,0.4166193902492523,0.9878649711608887,0.519336998462677,0.2380952388048172,0.20000000298023224,0.9682730436325073,0.9495102763175964,604020222
